Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State,Market Cap,SIC Code,Description
CBDD,CBD OF DENVER INC,Pink Current,0.0015,7.1429,8338570,Common Stock,USA,Colorado,"8,651,255",7380 - Services-Miscellaneous Business Services,"CBD of Denver, Inc. (OTC: CBDD) is a full-line CBD and Hemp oil company and a producer and distributor of Cannabis and CBD products in Europe. CBDD is focused on the Swiss market and a roll-up strategy to create a Swiss champion for the sector. The company provides digital marketing agency services to the hemp and wellness sector. For more information visit www.cbdofdenver.com."
QWTR,QUEST WATER GLOBAL INC,Pink Current,0.135,,0,Common Stock,Canada,British Columbia,"16,119,869",3585 - Refrigeration and heating equipment,"Quest Water Global, Inc., and it wholly-owned operating subsidiaries Quest Water Solutions, Inc. and AQUAtap Global, Inc., is an innovative water technology company that provides sustainable and environmentally sound solutions to water scarce regions. Quest uses proven technologies to create economically viable products that address the critical shortage of clean drinking water in developing countries. Quest's goal is to address the vital issue of water quality and water supply by providing an alternative, sustainable source of clean, safe water at the smallest possible environmental cost to global areas in need, while becoming a leading company in providing turn-key, decentralized solutions using alternative energy for the purification, desalination, and distribution of clean drinking water."
GAHC,GLOBAL ARENA HLDG INC,Pink Current,0.0003,0.0,4007000,Common Stock,USA,New York,.,.,.
RLAB,REAL AMER CAP CORP,Pink Current,0.0264,,0,Common Stock,USA,California,"346,539",9641 - Regulation of agricultural marketing,"Real American Capital Corporation (RLAB) is a company of inter-related goods and services that can play a positive role in the health, safety and sustainability of the environment. The company's principal brand is ""Resurgent"", an organic, carbon-capturing, soil-reconditioning plant food formulated to grow healthier and heartier plants, medicinal cannabis, hemp, vegetables, fruit and other produce. Through RLAB's focus on innovation, bio-technology and competitive uniqueness, the company is committed to serving America's gardeners, growers and farmers while working to meet their demand for more environmentally responsible goods and services."
EBYH,E-BUY HOME INC,Pink Current,0.295,,0,Common Stock,USA,New York,"3,110,559",7373 - Computer integrated systems design,"Strainsforpains, Inc. is a medical marijuana recommendation engine headquartered in New York City. The primary focus is to match medical cannabis users with the appropriate cannabis strains to treat specific diseases or symptoms. The Company recommends methods of consumption most suited to that patient's needs and advises which dispensaries have access to available recommendations. Strainsforpains APP users will be able to access the database via mobile and web applications. We also hope to partner with dispensaries and medical professionals so they can better assist their treatment. The company intends to have its Pennsylvania facility produce and distribute CBD products in 2022."
NNAX,NEW MOMENTUM CORP,OTCQB,0.033,-7.6923,66930,Common Stock,Singapore,,"2,836,314",8741 - Management services,"New Momentum helps customers evolve their travel businesses to better capitalize on the global digital and mobile movement by building new eco enterprises aided by innovative technology. The group develops new digital platforms that help to make travelling enjoyable. With Gagfare, travellers can ""Book Now, Pay Later"", to secure the best fares and reserve flights well ahead of time. New Momentum is also the driving force behind a bold new hospitality concept that takes nature lovers and intrepid travellers to exciting new and established destinations. Our curated collection of boutique properties, each with a focus on diving, sustainability, conservation, and cultural authenticity, offers a thoroughly contemporary travel experience that is intrinsically linked to the destination, its heritage, and its culture."
EUBG,ENTREPRENEUR UNIVERSE,Pink Current,0.187,,0,Common Stock,USA,Nevada,"321,353,171",7812 - Motion picture and video production,"Entrepreneur Universe Bright Group is a digital marketing consultation company with its main operation in China, providing marketing consulting to start-up companies."
AIAD,AIADVERTISING INC,Pink Current,0.0047,2.1739,1030622,Common Stock,USA,Texas,"6,574,060",5900 - Retail-Miscellaneous Retail,"AiAdvertising is an artificial intelligence (AI) and machine learning (ML) data science and technology company. Our flagship solution, the Ai Ad Platform, is the digital ad industry's first cloud-hosted ad management platform that leverages AI, enabling marketers to eliminate waste, predict winning creative, dynamically scale creative, generate more leads, acquire more customers, and increase ROI."
LWCL,LEWIS & CLARK BANCORP,Pink Current,37.5,,0,Common Stock,USA,Oregon,"40,025,513",Not Available,"Headquartered in Oregon City, Oregon, Lewis & Clark Bancorp is the holding company for Lewis & Clark Bank, a state-chartered full-service commercial bank. Partnering with people and businesses throughout Oregon and SW Washington, the Bank believes that being an integral part of the community it serves, helps promote both growth and success."
CANN,GENERAL CANNABIS CORP,OTCQB,0.21,5.0,38875,Common Stock,USA,Colorado,"19,349,058",5912 - Drugstores and Proprietary Stores,"General Cannabis Corp provides products to the regulated cannabis industry and its customers. We are a fully integrated cannabis company. We operate retail dispensaries in Colorado and Oregon and operate a 17,000 square foot licensed light deprivation greenhouse cultivation facility."
GWTR,GLOBAL WATER TECHS INC,Pink Current,0.0261,,0,Common Stock,USA,Indiana,"683,140",4941 - Water supply,"Global Water Technologies integrates a variety of innovative products and services to improve water efficiency. The company works in three areas: ""smart water"" solutions that use data tools to improve drinking water distribution, ""trenchless technology"" solutions that use physical tools to improve underground pipes and ""non-chemical water treatment"" solutions that improve sustainable water use."
TXCB,CANG BAO TIN XIA INTL ART,Pink Current,3.0,,0,Common Stock,China,,"220,638,490",5010 - Wholesale-Motor Vehicles & Motor Vehicle Parts & Supplies,Not available
NEWH,NEWHYDROGEN INC,Pink Current,0.0145,-6.4516,617537,Common Stock,USA,California,"9,836,520",3081 - Unsupported plastics film and sheet,"BioSolar is developing breakthrough technologies to increase the storage capacity, lower the cost and extend the life of lithium-ion batteries for electric vehicles. The need for such breakthroughs is critical to meet the expected demand of the rapidly growing global electric vehicle battery market, which is forecast to exceed $90 billion by 2025. A lithium-ion battery contains two major parts, a lithium-filled cathode and a lithium-receiving anode, that function together as the positive and negative sides of the battery. BioSolar is developing innovative technologies that will enable the use of inexpensive silicon as the anode material to create next generation high energy and high-power lithium-ion batteries for electric vehicles. Founded with the vision of developing breakthrough energy technologies, BioSolar's previous successes include the world's first UL approved bio-based backsheet for use in solar panels."
